Year,GeoType,Borough,GeoID,BCT2020,Name,CDType,NTAType,Pop1,Male ,Fem,LandAcres
2020,CT2020,Queens,36081098700,4098700,,,,2543,1266,1277,164.89
2020,CT2020,Queens,36081099100,4099100,,,,6642,3034,3608,268.12
2020,CT2020,Queens,36081099200,4099200,,,,4348,2019,2329,143.71
2020,CT2020,Queens,36081099701,4099701,,,,3075,1477,1598,240.94
2020,CT2020,Queens,36081099703,4099703,,,,3938,1738,2200,142.48
2020,CT2020,Queens,36081099704,4099704,,,,7280,3148,4132,167.02
2020,CT2020,Queens,36081099705,4099705,,,,2687,1282,1405,108.75
2020,CT2020,Queens,36081099801,4099801,,,,7853,3738,4115,112.85
2020,CT2020,Queens,36081099802,4099802,,,,5822,2565,3257,107.4
2020,CT2020,Queens,36081099900,4099900,,,,0,0,0,160.22
2020,CT2020,Queens,36081100801,4100801,,,,2496,1245,1251,159.38
2020,CT2020,Queens,36081100803,4100803,,,,4817,2159,2658,85.82
2020,CT2020,Queens,36081100804,4100804,,,,4315,2111,2204,170.85
2020,CT2020,Queens,36081101002,4101002,,,,4596,2227,2369,132.16
2020,CT2020,Queens,36081101003,4101003,,,,3943,1930,2013,57.93
2020,CT2020,Queens,36081101004,4101004,,,,6612,3215,3397,140.95
2020,CT2020,Queens,36081101700,4101700,,,,6307,2933,3374,244.05
2020,CT2020,Queens,36081102900,4102900,,,,3786,1801,1985,121.21
2020,CT2020,Queens,36081103201,4103201,,,,6986,3243,3743,98.73
2020,CT2020,Queens,36081103202,4103202,,,,6860,3443,3417,177.02
2020,CT2020,Queens,36081103300,4103300,,,,4459,2156,2303,149.76
2020,CT2020,Queens,36081103900,4103900,,,,6618,3247,3371,214.75
2020,CT2020,Queens,36081104700,4104700,,,,7907,3746,4161,208.01
2020,CT2020,Queens,36081105900,4105900,,,,3812,1790,2022,160.51
2020,CT2020,Queens,36081107201,4107201,,,,2370,1195,1175,341.7
2020,CT2020,Queens,36081107202,4107202,,,,0,0,0,1656.88
2020,CT2020,Queens,36081108500,4108500,,,,2778,1328,1450,109.92
2020,CT2020,Queens,36081109300,4109300,,,,3139,1553,1586,264.37
2020,CT2020,Queens,36081109700,4109700,,,,1797,886,911,110
2020,CT2020,Queens,36081109900,4109900,,,,3538,1707,1831,93.58
2020,CT2020,Queens,36081111300,4111300,,,,2611,1307,1304,180.46
2020,CT2020,Queens,36081112300,4112300,,,,2126,1036,1090,69.01
2020,CT2020,Queens,36081112900,4112900,,,,2248,1091,1157,87.71
2020,CT2020,Queens,36081113300,4113300,,,,1554,722,832,62.72
2020,CT2020,Queens,36081113900,4113900,,,,3602,1703,1899,94.74
2020,CT2020,Queens,36081114100,4114100,,,,2580,1246,1334,110.73
2020,CT2020,Queens,36081114700,4114700,,,,1833,872,961,76.22
2020,CT2020,Queens,36081115100,4115100,,,,1087,530,557,69.84
2020,CT2020,Queens,36081115500,4115500,,,,2132,1062,1070,46.21
2020,CT2020,Queens,36081115700,4115700,,,,3529,1673,1856,77.74
2020,CT2020,Queens,36081115900,4115900,,,,3922,1872,2050,76.35
2020,CT2020,Queens,36081116100,4116100,,,,4585,2062,2523,43.41
2020,CT2020,Queens,36081116301,4116301,,,,5178,2399,2779,32.96
2020,CT2020,Queens,36081116302,4116302,,,,3461,1701,1760,29.18
2020,CT2020,Queens,36081116700,4116700,,,,2094,1035,1059,41.05
2020,CT2020,Queens,36081117100,4117100,,,,2837,1359,1478,98.23
2020,CT2020,Queens,36081117500,4117500,,,,5410,2608,2802,139
2020,CT2020,Queens,36081118100,4118100,,,,2015,974,1041,48.24
2020,CT2020,Queens,36081118500,4118500,,,,2357,1148,1209,38.32
2020,CT2020,Queens,36081118700,4118700,,,,2648,1316,1332,46.27
2020,CT2020,Queens,36081118900,4118900,,,,2625,1329,1296,50
2020,CT2020,Queens,36081119100,4119100,,,,3694,1834,1860,53.79
2020,CT2020,Queens,36081119300,4119300,,,,2407,1172,1235,52.16
2020,CT2020,Queens,36081119500,4119500,,,,1445,724,721,46.79
2020,CT2020,Queens,36081119900,4119900,,,,1699,850,849,45.56
2020,CT2020,Queens,36081120100,4120100,,,,1840,914,926,40.25
2020,CT2020,Queens,36081120300,4120300,,,,1818,911,907,45.47
2020,CT2020,Queens,36081120500,4120500,,,,3144,1562,1582,49.97
2020,CT2020,Queens,36081120701,4120701,,,,3058,1489,1569,96.71
2020,CT2020,Queens,36081120702,4120702,,,,3,2,1,77.27
2020,CT2020,Queens,36081121100,4121100,,,,2,2,0,242.09
2020,CT2020,Queens,36081121500,4121500,,,,4737,2368,2369,156.09
2020,CT2020,Queens,36081122300,4122300,,,,3822,1809,2013,122.49
2020,CT2020,Queens,36081122702,4122702,,,,6959,2901,4058,111.13
2020,CT2020,Queens,36081122703,4122703,,,,6801,3377,3424,108.76
2020,CT2020,Queens,36081122704,4122704,,,,4444,2158,2286,64.55
2020,CT2020,Queens,36081124100,4124100,,,,4004,1953,2051,123.31
2020,CT2020,Queens,36081124700,4124700,,,,3734,1828,1906,119.47
2020,CT2020,Queens,36081125700,4125700,,,,3642,1771,1871,82.01
2020,CT2020,Queens,36081126500,4126500,,,,1595,792,803,49.62
2020,CT2020,Queens,36081126700,4126700,,,,4490,2062,2428,189.84
2020,CT2020,Queens,36081127700,4127700,,,,3600,1760,1840,264.18
2020,CT2020,Queens,36081128300,4128300,,,,5,4,1,487.27
2020,CT2020,Queens,36081129102,4129102,,,,3561,1771,1790,245.1
2020,CT2020,Queens,36081129103,4129103,,,,3811,1773,2038,113.31
2020,CT2020,Queens,36081129104,4129104,,,,4318,1990,2328,175.02
2020,CT2020,Queens,36081130100,4130100,,,,4203,1952,2251,172.65
2020,CT2020,Queens,36081133300,4133300,,,,3915,1888,2027,171.83
2020,CT2020,Queens,36081133900,4133900,,,,1360,670,690,55.9
2020,CT2020,Queens,36081134100,4134100,,,,3659,1778,1881,146.53
2020,CT2020,Queens,36081134701,4134701,,,,5561,2593,2968,114.93
2020,CT2020,Queens,36081134702,4134702,,,,5117,2450,2667,151.69
2020,CT2020,Queens,36081136700,4136700,,,,6250,2973,3277,190.81
2020,CT2020,Queens,36081137700,4137700,,,,7309,3530,3779,185.25
2020,CT2020,Queens,36081138501,4138501,,,,4994,2438,2556,244.57
2020,CT2020,Queens,36081138502,4138502,,,,85,79,6,581.89
2020,CT2020,Queens,36081139900,4139900,,,,1769,842,927,90
2020,CT2020,Queens,36081140300,4140300,,,,2406,1205,1201,92.5
2020,CT2020,Queens,36081140901,4140901,,,,1020,516,504,60.42
2020,CT2020,Queens,36081140902,4140902,,,,2906,1410,1496,132.86
2020,CT2020,Queens,36081141700,4141700,,,,4975,2400,2575,220.49
2020,CT2020,Queens,36081142900,4142900,,,,3897,1946,1951,131.05
2020,CT2020,Queens,36081143500,4143500,,,,2364,1141,1223,88.39
2020,CT2020,Queens,36081144100,4144100,,,,2957,1399,1558,83.29
2020,CT2020,Queens,36081144700,4144700,,,,3131,1509,1622,102
2020,CT2020,Queens,36081145101,4145101,,,,1501,733,768,62.26
2020,CT2020,Queens,36081145102,4145102,,,,2597,1284,1313,84.92
2020,CT2020,Queens,36081145900,4145900,,,,2870,1399,1471,92.02
2020,CT2020,Queens,36081146300,4146300,,,,2929,1327,1602,80.05
2020,CT2020,Queens,36081146700,4146700,,,,2807,1344,1463,87.62
2020,CT2020,Queens,36081147100,4147100,,,,3239,1529,1710,104.24
2020,CT2020,Queens,36081147900,4147900,,,,4279,2042,2237,224.74
2020,CT2020,Queens,36081148300,4148300,,,,2968,1469,1499,329.67
2020,CT2020,Queens,36081150701,4150701,,,,2919,1411,1508,216.71
2020,CT2020,Queens,36081150702,4150702,,,,3049,1438,1611,206.44
2020,CT2020,Queens,36081152901,4152901,,,,6382,3010,3372,345.76
2020,CT2020,Queens,36081152902,4152902,,,,5665,2696,2969,255.26
2020,CT2020,Queens,36081155101,4155101,,,,1945,635,1310,117.41
2020,CT2020,Queens,36081155103,4155103,,,,4373,2003,2370,181.59
2020,CT2020,Queens,36081155104,4155104,,,,3616,1637,1979,174.58
2020,CT2020,Queens,36081156700,4156700,,,,1470,827,643,363.17
2020,CT2020,Queens,36081157101,4157101,,,,7561,3702,3859,302.82
2020,CT2020,Queens,36081157102,4157102,,,,2109,1077,1032,79.08
2020,CT2020,Queens,36081157901,4157901,,,,5184,2512,2672,224.06
2020,CT2020,Queens,36081157902,4157902,,,,3757,1847,1910,178.56
2020,CT2020,Queens,36081157903,4157903,,,,4489,2206,2283,164.12
2020,CT2020,Queens,36081161700,4161700,,,,4541,2264,2277,173.56
2020,CT2020,Queens,36081162100,4162100,,,,6682,3314,3368,175.52
2020,CT2020,Queens,36081990100,4990100,,,,0,0,0,0
2020,CT2020,Staten Island,36085000300,5000300,,,,2348,1207,1141,93.27
2020,CT2020,Staten Island,36085000600,5000600,,,,2859,1322,1537,164.76
2020,CT2020,Staten Island,36085000700,5000700,,,,5143,2355,2788,130.5
2020,CT2020,Staten Island,36085000800,5000800,,,,6268,3150,3118,197.65
2020,CT2020,Staten Island,36085000900,5000900,,,,2240,1104,1136,57.3
2020,CT2020,Staten Island,36085001100,5001100,,,,4234,2158,2076,80.33
2020,CT2020,Staten Island,36085001700,5001700,,,,1865,981,884,75.62
2020,CT2020,Staten Island,36085001800,5001800,,,,495,263,232,224.91
2020,CT2020,Staten Island,36085002001,5002001,,,,2524,1215,1309,126.76
2020,CT2020,Staten Island,36085002002,5002002,,,,3302,1602,1700,190.7
2020,CT2020,Staten Island,36085002100,5002100,,,,5467,2706,2761,213.59
2020,CT2020,Staten Island,36085002700,5002700,,,,2049,1144,905,61.86
2020,CT2020,Staten Island,36085002900,5002900,,,,6871,3253,3618,130.2
2020,CT2020,Staten Island,36085003300,5003300,,,,3738,1816,1922,210.65
2020,CT2020,Staten Island,36085003600,5003600,,,,2792,1386,1406,101.11
2020,CT2020,Staten Island,36085003900,5003900,,,,2179,1032,1147,144.08
2020,CT2020,Staten Island,36085004001,5004001,,,,2775,1370,1405,74.29
2020,CT2020,Staten Island,36085004002,5004002,,,,3409,1651,1758,83.37
2020,CT2020,Staten Island,36085004003,5004003,,,,4851,2090,2761,48.3
2020,CT2020,Staten Island,36085004004,5004004,,,,2807,1320,1487,88.77
2020,CT2020,Staten Island,36085004700,5004700,,,,3126,1457,1669,221.32
2020,CT2020,Staten Island,36085005000,5005000,,,,4357,2073,2284,195.84
2020,CT2020,Staten Island,36085005901,5005901,,,,2854,1351,1503,231.51
2020,CT2020,Staten Island,36085005902,5005902,,,,5,4,1,111.22
2020,CT2020,Staten Island,36085006400,5006400,,,,3698,1716,1982,175.4
2020,CT2020,Staten Island,36085006700,5006700,,,,2927,1444,1483,234.97
2020,CT2020,Staten Island,36085007001,5007001,,,,2634,1250,1384,116.99
2020,CT2020,Staten Island,36085007002,5007002,,,,6215,3171,3044,535.43
2020,CT2020,Staten Island,36085007400,5007400,,,,4962,2458,2504,133.75
2020,CT2020,Staten Island,36085007500,5007500,,,,4200,2152,2048,118.77
2020,CT2020,Staten Island,36085007700,5007700,,,,1762,833,929,61.41
2020,CT2020,Staten Island,36085008100,5008100,,,,4822,2320,2502,199.37
2020,CT2020,Staten Island,36085009601,5009601,,,,4075,1929,2146,191.82
2020,CT2020,Staten Island,36085009602,5009602,,,,3767,1857,1910,152.61
2020,CT2020,Staten Island,36085009701,5009701,,,,4454,2055,2399,196.66
2020,CT2020,Staten Island,36085009702,5009702,,,,8,4,4,90.81
2020,CT2020,Staten Island,36085010500,5010500,,,,5597,2744,2853,201.81
2020,CT2020,Staten Island,36085011201,5011201,,,,5768,2841,2927,397.33
2020,CT2020,Staten Island,36085011203,5011203,,,,6791,3332,3459,247.5
2020,CT2020,Staten Island,36085011204,5011204,,,,46,28,18,241.16
2020,CT2020,Staten Island,36085011401,5011401,,,,3249,1520,1729,130.2
2020,CT2020,Staten Island,36085011402,5011402,,,,3738,1787,1951,143.14
2020,CT2020,Staten Island,36085012100,5012100,,,,3212,1550,1662,183.35
2020,CT2020,Staten Island,36085012200,5012200,,,,3938,1926,2012,204.56
2020,CT2020,Staten Island,36085012500,5012500,,,,3087,1532,1555,113.93
2020,CT2020,Staten Island,36085012804,5012804,,,,4644,2311,2333,221.69
2020,CT2020,Staten Island,36085012805,5012805,,,,2390,1174,1216,248.74
2020,CT2020,Staten Island,36085012806,5012806,,,,6659,3139,3520,326.05
2020,CT2020,Staten Island,36085013201,5013201,,,,1659,817,842,116.04
2020,CT2020,Staten Island,36085013203,5013203,,,,5790,2843,2947,253.95
2020,CT2020,Staten Island,36085013204,5013204,,,,5055,2413,2642,258.27
2020,CT2020,Staten Island,36085013301,5013301,,,,1631,685,946,16.64
2020,CT2020,Staten Island,36085013302,5013302,,,,3733,1882,1851,209.87
2020,CT2020,Staten Island,36085013400,5013400,,,,4204,2055,2149,210.21
2020,CT2020,Staten Island,36085013800,5013800,,,,6625,3176,3449,347.79
2020,CT2020,Staten Island,36085014100,5014100,,,,2868,1423,1445,76.94
2020,CT2020,Staten Island,36085014604,5014604,,,,6651,3195,3456,278.98
2020,CT2020,Staten Island,36085014605,5014605,,,,3785,1803,1982,216.41
2020,CT2020,Staten Island,36085014606,5014606,,,,6288,3025,3263,437.06
2020,CT2020,Staten Island,36085014607,5014607,,,,4650,2219,2431,168.89
2020,CT2020,Staten Island,36085014608,5014608,,,,3640,1750,1890,110.86
2020,CT2020,Staten Island,36085014700,5014700,,,,3451,1633,1818,411.93
2020,CT2020,Staten Island,36085015100,5015100,,,,5449,2673,2776,248.29
2020,CT2020,Staten Island,36085015400,5015400,,,,5,3,2,548.75
2020,CT2020,Staten Island,36085015601,5015601,,,,6663,3234,3429,353.35
2020,CT2020,Staten Island,36085015602,5015602,,,,3396,1627,1769,217.72
2020,CT2020,Staten Island,36085015603,5015603,,,,4776,2332,2444,239.51
2020,CT2020,Staten Island,36085016901,5016901,,,,3213,1584,1629,203.48
2020,CT2020,Staten Island,36085017005,5017005,,,,4845,2345,2500,343.38
2020,CT2020,Staten Island,36085017007,5017007,,,,5526,2704,2822,360.88
2020,CT2020,Staten Island,36085017009,5017009,,,,4473,2186,2287,292.16
2020,CT2020,Staten Island,36085017011,5017011,,,,4587,2198,2389,177.77
2020,CT2020,Staten Island,36085017012,5017012,,,,4473,2152,2321,227.98
2020,CT2020,Staten Island,36085017013,5017013,,,,4333,2112,2221,137.55
2020,CT2020,Staten Island,36085017014,5017014,,,,4327,2083,2244,136.86
2020,CT2020,Staten Island,36085017015,5017015,,,,2713,1311,1402,113.08
2020,CT2020,Staten Island,36085017016,5017016,,,,4637,2266,2371,163.44
2020,CT2020,Staten Island,36085017300,5017300,,,,2535,1128,1407,84.81
2020,CT2020,Staten Island,36085017600,5017600,,,,4932,2425,2507,806.92
2020,CT2020,Staten Island,36085017701,5017701,,,,4724,2257,2467,725.27
2020,CT2020,Staten Island,36085017702,5017702,,,,2353,1174,1179,145.04
2020,CT2020,Staten Island,36085018100,5018100,,,,3569,1692,1877,1284.63
2020,CT2020,Staten Island,36085018701,5018701,,,,1836,874,962,95.17
2020,CT2020,Staten Island,36085018703,5018703,,,,3976,1909,2067,117.25
2020,CT2020,Staten Island,36085018704,5018704,,,,3780,1752,2028,133.14
2020,CT2020,Staten Island,36085018901,5018901,,,,5725,2727,2998,280.82
2020,CT2020,Staten Island,36085018902,5018902,,,,5533,2687,2846,186.58
2020,CT2020,Staten Island,36085019700,5019700,,,,1958,971,987,74.17
2020,CT2020,Staten Island,36085019800,5019800,,,,6627,3225,3402,1380.43
2020,CT2020,Staten Island,36085020100,5020100,,,,3796,1902,1894,155.23
2020,CT2020,Staten Island,36085020701,5020701,,,,3942,2000,1942,103.23
2020,CT2020,Staten Island,36085020702,5020702,,,,3436,1779,1657,133.94
2020,CT2020,Staten Island,36085020803,5020803,,,,7348,3635,3713,518.44
2020,CT2020,Staten Island,36085020804,5020804,,,,5364,2662,2702,328.84
2020,CT2020,Staten Island,36085020805,5020805,,,,6433,3005,3428,278.56
2020,CT2020,Staten Island,36085020806,5020806,,,,2714,1356,1358,363.19
2020,CT2020,Staten Island,36085021300,5021300,,,,5737,2871,2866,193.87
2020,CT2020,Staten Island,36085022300,5022300,,,,3134,1493,1641,189.36
2020,CT2020,Staten Island,36085022601,5022601,,,,6945,3383,3562,431.9
2020,CT2020,Staten Island,36085022602,5022602,,,,1223,575,648,1551.51
2020,CT2020,Staten Island,36085022801,5022801,,,,95,54,41,1004.51
2020,CT2020,Staten Island,36085022802,5022802,,,,15,8,7,1360.98
2020,CT2020,Staten Island,36085023100,5023100,,,,4959,2526,2433,146.49
2020,CT2020,Staten Island,36085023900,5023900,,,,3605,1749,1856,131.48
2020,CT2020,Staten Island,36085024401,5024401,,,,5687,2769,2918,519.45
2020,CT2020,Staten Island,36085024402,5024402,,,,4381,2132,2249,450.48
2020,CT2020,Staten Island,36085024700,5024700,,,,2893,1465,1428,118.58
2020,CT2020,Staten Island,36085024800,5024800,,,,4798,2389,2409,407.61
2020,CT2020,Staten Island,36085025100,5025100,,,,6030,2904,3126,289.53
2020,CT2020,Staten Island,36085027301,5027301,,,,4811,2286,2525,748.68
2020,CT2020,Staten Island,36085027302,5027302,,,,4242,2099,2143,252.33
2020,CT2020,Staten Island,36085027702,5027702,,,,6479,3011,3468,359.57
2020,CT2020,Staten Island,36085027704,5027704,,,,4612,2196,2416,130.48
2020,CT2020,Staten Island,36085027705,5027705,,,,5866,2911,2955,131.34
2020,CT2020,Staten Island,36085027706,5027706,,,,3043,1487,1556,108.39
2020,CT2020,Staten Island,36085027900,5027900,,,,2110,961,1149,1295.73
2020,CT2020,Staten Island,36085029102,5029102,,,,3394,1659,1735,2283.72
2020,CT2020,Staten Island,36085029104,5029104,,,,7178,3498,3680,380.93
2020,CT2020,Staten Island,36085029105,5029105,,,,4257,2044,2213,397.34
2020,CT2020,Staten Island,36085029106,5029106,,,,3231,1556,1675,106.46
2020,CT2020,Staten Island,36085030301,5030301,,,,5130,2498,2632,177.75
2020,CT2020,Staten Island,36085030302,5030302,,,,6669,3285,3384,224.56
2020,CT2020,Staten Island,36085031901,5031901,,,,3262,1441,1821,95.89
2020,CT2020,Staten Island,36085031902,5031902,,,,5500,2603,2897,170.64
2020,CT2020,Staten Island,36085032300,5032300,,,,1233,581,652,955.78
2020,CT2020,Staten Island,36085990100,5990100,,,,0,0,0,0
